"Country","Year","URRSingle","URRFamily","URRSingle.lin_inter","URRSingle.cst_inter","URRFamily.lin_inter","URRFamily.cst_inter"
"Austria",1986,0.58,0.72306851571543,0.58,0.58,0.72306851571543,0.72306851571543
"Austria",1987,0.58,0.735773637237546,0.58,0.58,0.735773637237546,0.735773637237546
"Austria",1988,0.58,0.734342480948175,0.58,0.58,0.734342480948175,0.734342480948175
"Austria",1989,0.58,0.718288722332715,0.58,0.58,0.718288722332715,0.718288722332715
"Austria",1990,0.58,0.717389022115641,0.58,0.58,0.717389022115641,0.717389022115641
"Austria",1991,0.58,0.721129826057602,0.58,0.58,0.721129826057602,0.721129826057602
"Austria",1992,0.58,0.721413417756644,0.58,0.58,0.721413417756644,0.721413417756644
"Austria",1993,0.58,0.744652212576414,0.58,0.58,0.744652212576414,0.744652212576414
"Austria",1994,0.58,0.731701226944328,0.58,0.58,0.731701226944328,0.731701226944328
"Austria",1995,0.57,0.725928700003051,0.57,0.57,0.725928700003051,0.725928700003051
"Austria",1996,0.57,0.718381774769082,0.57,0.57,0.718381774769082,0.718381774769082
"Austria",1997,0.565298959089809,0.718640659110619,0.565298959089809,0.565298959089809,0.718640659110619,0.718640659110619
"Austria",1998,0.57,0.710468741352912,0.57,0.57,0.710468741352912,0.710468741352912
"Austria",1999,0.56,0.718127675631535,0.56,0.56,0.718127675631535,0.718127675631535
"Austria",2000,0.56,0.718694550055636,0.56,0.56,0.718694550055636,0.718694550055636
"Austria",2001,0.55,0.670510896666343,0.55,0.55,0.670510896666343,0.670510896666343
"Austria",2002,0.55,0.669276633303136,0.55,0.55,0.669276633303136,0.669276633303136
"Austria",2003,0.55,0.669905576144259,0.55,0.55,0.669905576144259,0.669905576144259
"Austria",2004,0.55,0.671578248968901,0.55,0.55,0.671578248968901,0.671578248968901
"Austria",2005,0.55,0.680071316000735,0.55,0.55,0.680071316000735,0.680071316000735
"Austria",2006,0.55,0.677732562467571,0.55,0.55,0.677732562467571,0.677732562467571
"Austria",2007,0.55,0.675064479698882,0.55,0.55,0.675064479698882,0.675064479698882
"Austria",2008,0.55,0.676028139041168,0.55,0.55,0.676028139041168,0.676028139041168
"Austria",2009,0.55,0.675606080846409,0.55,0.55,0.675606080846409,0.675606080846409
"Belgium",1971,0.532907396754667,0.632523325892865,0.532907396754667,0.532907396754667,0.632523325892865,0.632523325892865
"Belgium",1972,NA,NA,0.546583603643199,0.532907396754667,0.611204229068176,0.632523325892865
"Belgium",1973,0.56025981053173,0.589885132243486,0.56025981053173,0.56025981053173,0.589885132243486,0.589885132243486
"Belgium",1974,NA,NA,0.582415264775203,0.56025981053173,0.607297262802235,0.589885132243486
"Belgium",1975,0.604570719018676,0.624709393360983,0.604570719018676,0.604570719018676,0.624709393360983,0.624709393360983
"Belgium",1976,NA,NA,0.621912974603405,0.604570719018676,0.640632882453365,0.624709393360983
"Belgium",1977,0.639255230188134,0.656556371545747,0.639255230188134,0.639255230188134,0.656556371545747,0.656556371545747
"Belgium",1978,NA,NA,0.640939876735648,0.639255230188134,0.636762615313717,0.656556371545747
"Belgium",1979,0.642624523283163,0.616968859081688,0.642624523283163,0.642624523283163,0.616968859081688,0.616968859081688
"Belgium",1980,NA,NA,0.658610891955533,0.642624523283163,0.641728573238619,0.616968859081688
"Belgium",1981,0.674597260627903,0.66648828739555,0.674597260627903,0.674597260627903,0.66648828739555,0.66648828739555
"Belgium",1982,0.691114808706424,0.668989255665355,0.691114808706424,0.691114808706424,0.668989255665355,0.668989255665355
"Belgium",1983,0.687283948412451,0.66497567370488,0.687283948412451,0.687283948412451,0.66497567370488,0.66497567370488
"Belgium",1984,0.699285454251031,0.656395807231877,0.699285454251031,0.699285454251031,0.656395807231877,0.656395807231877
"Belgium",1985,0.71182694782602,0.661094586409267,0.71182694782602,0.71182694782602,0.661094586409267,0.661094586409267
"Belgium",1986,0.698158455976862,0.661363025320376,0.698158455976862,0.698158455976862,0.661363025320376,0.661363025320376
"Belgium",1987,0.691333837638868,0.663670602904002,0.691333837638868,0.691333837638868,0.663670602904002,0.663670602904002
"Belgium",1988,0.691452793202748,0.658519861178658,0.691452793202748,0.691452793202748,0.658519861178658,0.658519861178658
"Belgium",1989,0.650499314492846,0.615673872434377,0.650499314492846,0.650499314492846,0.615673872434377,0.615673872434377
"Belgium",1990,0.638543314709577,0.604628768670258,0.638543314709577,0.638543314709577,0.604628768670258,0.604628768670258
"Belgium",1991,0.641608531857886,0.606758359287678,0.641608531857886,0.641608531857886,0.606758359287678,0.606758359287678
"Belgium",1992,0.629564493166832,0.597918701614308,0.629564493166832,0.629564493166832,0.597918701614308,0.597918701614308
"Belgium",1993,0.630427948192412,0.602097324536753,0.630427948192412,0.630427948192412,0.602097324536753,0.602097324536753
"Belgium",1994,NA,NA,0.640360622874604,0.630427948192412,0.604378380670348,0.602097324536753
"Belgium",1995,0.650293297556797,0.606659436803943,0.650293297556797,0.650293297556797,0.606659436803943,0.606659436803943
"Belgium",1996,NA,NA,0.652562597087978,0.650293297556797,0.607615072284821,0.606659436803943
"Belgium",1997,0.654831896619159,0.608570707765699,0.654831896619159,0.654831896619159,0.608570707765699,0.608570707765699
"Belgium",1998,NA,NA,0.646813764278118,0.654831896619159,0.602643568623143,0.608570707765699
"Belgium",1999,0.638795631937076,0.596716429480588,0.638795631937076,0.638795631937076,0.596716429480588,0.596716429480588
"Belgium",2000,0.628987907148121,0.589635230497656,0.628987907148121,0.628987907148121,0.589635230497656,0.589635230497656
"Belgium",2001,0.623884407780662,0.591522531778764,0.623884407780662,0.623884407780662,0.591522531778764,0.591522531778764
"Belgium",2002,0.655867133166891,0.615426230187168,0.655867133166891,0.655867133166891,0.615426230187168,0.615426230187168
"Belgium",2003,0.643123091046007,0.604192301318605,0.643123091046007,0.643123091046007,0.604192301318605,0.604192301318605
"Belgium",2004,0.631441498875812,0.599424141238309,0.631441498875812,0.631441498875812,0.599424141238309,0.599424141238309
"Belgium",2005,0.605721437886997,0.60066050811669,0.605721437886997,0.605721437886997,0.60066050811669,0.60066050811669
"Belgium",2006,0.597046995797222,0.593272072928331,0.597046995797222,0.597046995797222,0.593272072928331,0.593272072928331
"Belgium",2007,0.588887764341332,0.598035579721271,0.588887764341332,0.588887764341332,0.598035579721271,0.598035579721271
"Belgium",2008,0.581715958353336,0.592858320939207,0.581715958353336,0.581715958353336,0.592858320939207,0.592858320939207
"Belgium",2009,0.589207328501119,0.596851865980201,0.589207328501119,0.589207328501119,0.596851865980201,0.596851865980201
"Bulgaria",1971,NA,NA,NA,NA,NA,NA
"Bulgaria",1972,NA,NA,NA,NA,NA,NA
"Bulgaria",1973,NA,NA,NA,NA,NA,NA
"Bulgaria",1974,NA,NA,NA,NA,NA,NA
"Bulgaria",1975,NA,NA,NA,NA,NA,NA
"Bulgaria",1976,NA,NA,NA,NA,NA,NA
"Bulgaria",1977,NA,NA,NA,NA,NA,NA
"Bulgaria",1978,NA,NA,NA,NA,NA,NA
"Bulgaria",1979,NA,NA,NA,NA,NA,NA
"Bulgaria",1980,NA,NA,NA,NA,NA,NA
"Bulgaria",1981,NA,NA,NA,NA,NA,NA
"Bulgaria",1982,NA,NA,NA,NA,NA,NA
"Bulgaria",1983,NA,NA,NA,NA,NA,NA
"Bulgaria",1984,NA,NA,NA,NA,NA,NA
"Bulgaria",1985,NA,NA,NA,NA,NA,NA
"Bulgaria",1986,NA,NA,NA,NA,NA,NA
"Bulgaria",1987,NA,NA,NA,NA,NA,NA
"Bulgaria",1988,NA,NA,NA,NA,NA,NA
"Bulgaria",1989,NA,NA,NA,NA,NA,NA
"Bulgaria",1990,NA,NA,NA,NA,NA,NA
"Bulgaria",1991,NA,NA,NA,NA,NA,NA
"Bulgaria",1992,0.67444526876644,0.703576660905877,0.67444526876644,0.67444526876644,0.703576660905877,0.703576660905877
"Bulgaria",1993,0.71276165401677,0.735602804652542,0.71276165401677,0.71276165401677,0.735602804652542,0.735602804652542
"Bulgaria",1994,0.704957013949743,0.726902841108383,0.704957013949743,0.704957013949743,0.726902841108383,0.726902841108383
"Bulgaria",1995,0.505400921569437,0.545173100076169,0.505400921569437,0.505400921569437,0.545173100076169,0.545173100076169
"Bulgaria",1996,0.34049974041188,0.405048697594543,0.34049974041188,0.34049974041188,0.405048697594543,0.405048697594543
"Bulgaria",1997,0.659451107883333,0.702955390138873,0.659451107883333,0.659451107883333,0.702955390138873,0.702955390138873
"Bulgaria",1998,0.529928661663075,0.579426582672406,0.529928661663075,0.529928661663075,0.579426582672406,0.579426582672406
"Bulgaria",1999,0.5475935828877,0.590354445090064,0.5475935828877,0.5475935828877,0.590354445090064,0.590354445090064
"Bulgaria",2000,0.586869243485791,0.624713958810069,0.586869243485791,0.586869243485791,0.624713958810069,0.624713958810069
"Bulgaria",2001,0.657001144601297,0.687543445015988,0.657001144601297,0.657001144601297,0.687543445015988,0.687543445015988
"Bulgaria",2002,0.557139275533229,0.595619843820215,0.557139275533229,0.557139275533229,0.595619843820215,0.595619843820215
"Bulgaria",2003,0.580978244125298,0.647921805601269,0.580978244125298,0.580978244125298,0.647921805601269,0.647921805601269
"Bulgaria",2004,0.566702731654745,0.629663879064172,0.566702731654745,0.566702731654745,0.629663879064172,0.629663879064172
"Bulgaria",2005,0.674591113461353,0.719934276967619,0.674591113461353,0.674591113461353,0.719934276967619,0.719934276967619
"Bulgaria",2006,0.635752705707225,0.681335819127588,0.635752705707225,0.635752705707225,0.681335819127588,0.681335819127588
"Bulgaria",2007,0.60623455829715,0.652984118251367,0.60623455829715,0.60623455829715,0.652984118251367,0.652984118251367
"Bulgaria",2008,0.536237596154104,0.591059864907357,0.536237596154104,0.536237596154104,0.591059864907357,0.591059864907357
"Bulgaria",2009,0.599341847733458,0.658958622181291,0.599341847733458,0.599341847733458,0.658958622181291,0.658958622181291
"Canada",1971,0.323956657426499,0.444996835963977,0.323956657426499,0.323956657426499,0.444996835963977,0.444996835963977
"Canada",1972,0.700554601226994,0.831734802701742,0.700554601226994,0.700554601226994,0.831734802701742,0.831734802701742
"Canada",1973,0.709525886794067,0.813382139021993,0.709525886794067,0.709525886794067,0.813382139021993,0.813382139021993
"Canada",1974,0.713690530714818,0.829190195522978,0.713690530714818,0.713690530714818,0.829190195522978,0.829190195522978
"Canada",1975,0.661082482285069,0.765976863430204,0.661082482285069,0.661082482285069,0.765976863430204,0.765976863430204
"Canada",1976,0.661357621243943,0.693143010866727,0.661357621243943,0.661357621243943,0.693143010866727,0.693143010866727
"Canada",1977,0.654271989135565,0.69895713020178,0.654271989135565,0.654271989135565,0.69895713020178,0.69895713020178
"Canada",1978,0.626376304544159,0.680185651658358,0.626376304544159,0.626376304544159,0.680185651658358,0.680185651658358
"Canada",1979,0.608205502967601,0.637524940728551,0.608205502967601,0.608205502967601,0.637524940728551,0.637524940728551
"Canada",1980,0.597517078286055,0.635316358025591,0.597517078286055,0.597517078286055,0.635316358025591,0.635316358025591
"Canada",1981,0.595055002450465,0.626989122614475,0.595055002450465,0.595055002450465,0.626989122614475,0.626989122614475
"Canada",1982,0.594523001200642,0.644886741948082,0.594523001200642,0.594523001200642,0.644886741948082,0.644886741948082
"Canada",1983,0.628628453257101,0.674004109589041,0.628628453257101,0.628628453257101,0.674004109589041,0.674004109589041
"Canada",1984,0.651512050495107,0.701154782824522,0.651512050495107,0.651512050495107,0.701154782824522,0.701154782824522
"Canada",1985,0.657522300440676,0.699242950788158,0.657522300440676,0.657522300440676,0.699242950788158,0.699242950788158
"Canada",1986,0.658043744255085,0.701579098040327,0.658043744255085,0.658043744255085,0.701579098040327,0.701579098040327
"Canada",1987,0.660091988485145,0.702703993282329,0.660091988485145,0.660091988485145,0.702703993282329,0.702703993282329
"Canada",1988,0.656757979542232,0.703175943367458,0.656757979542232,0.656757979542232,0.703175943367458,0.703175943367458
"Canada",1989,0.653665448764272,0.698172005661477,0.653665448764272,0.653665448764272,0.698172005661477,0.698172005661477
"Canada",1990,0.655984911297852,0.701922781988408,0.655984911297852,0.655984911297852,0.701922781988408,0.701922781988408
"Canada",1991,0.660177543795952,0.706834697994541,0.660177543795952,0.660177543795952,0.706834697994541,0.706834697994541
"Canada",1992,0.664108669291338,0.71007523238037,0.664108669291338,0.664108669291338,0.71007523238037,0.71007523238037
"Canada",1993,0.628427864774624,0.704392582113518,0.628427864774624,0.628427864774624,0.704392582113518,0.704392582113518
"Canada",1994,0.621810994496352,0.673434524740311,0.621810994496352,0.621810994496352,0.673434524740311,0.673434524740311
"Canada",1995,0.635901130491776,0.697643925732875,0.635901130491776,0.635901130491776,0.697643925732875,0.697643925732875
"Canada",1996,0.638736608172578,0.700250744301216,0.638736608172578,0.638736608172578,0.700250744301216,0.700250744301216
"Canada",1997,0.636360550576699,0.763985538144476,0.636360550576699,0.636360550576699,0.763985538144476,0.763985538144476
"Canada",1998,0.63324241094476,0.757950098536036,0.63324241094476,0.63324241094476,0.757950098536036,0.757950098536036
"Canada",1999,0.628587508042685,0.768003903383961,0.628587508042685,0.628587508042685,0.768003903383961,0.768003903383961
"Canada",2000,0.632457003006469,0.761506313472811,0.632457003006469,0.632457003006469,0.761506313472811,0.761506313472811
"Canada",2001,0.633269064428424,0.737524659834344,0.633269064428424,0.633269064428424,0.737524659834344,0.737524659834344
"Canada",2002,0.624490770349243,0.732013602682204,0.624490770349243,0.624490770349243,0.732013602682204,0.732013602682204
"Canada",2003,0.612928567362621,0.717962071188605,0.612928567362621,0.612928567362621,0.717962071188605,0.717962071188605
"Canada",2004,0.600156245049784,0.71516488889762,0.600156245049784,0.600156245049784,0.71516488889762,0.71516488889762
"Canada",2005,0.583569736910513,0.697713985332857,0.583569736910513,0.583569736910513,0.697713985332857,0.697713985332857
"Canada",2006,0.572457081383093,0.701677260419709,0.572457081383093,0.572457081383093,0.701677260419709,0.701677260419709
"Canada",2007,0.574852675297253,0.715508601587281,0.574852675297253,0.574852675297253,0.715508601587281,0.715508601587281
"Canada",2008,0.571131607683469,0.703989865578093,0.571131607683469,0.571131607683469,0.703989865578093,0.703989865578093
"Canada",2009,0.586224605780359,0.715032941677524,0.586224605780359,0.586224605780359,0.715032941677524,0.715032941677524
"Cyprus",1971,NA,NA,NA,NA,NA,NA
"Cyprus",1972,NA,NA,NA,NA,NA,NA
"Cyprus",1973,NA,NA,NA,NA,NA,NA
"Cyprus",1974,NA,NA,NA,NA,NA,NA
"Cyprus",1975,NA,NA,NA,NA,NA,NA
"Cyprus",1976,NA,NA,NA,NA,NA,NA
"Cyprus",1977,NA,NA,NA,NA,NA,NA
"Cyprus",1978,NA,NA,NA,NA,NA,NA
"Cyprus",1979,NA,NA,NA,NA,NA,NA
"Cyprus",1980,NA,NA,NA,NA,NA,NA
"Cyprus",1981,NA,NA,NA,NA,NA,NA
"Cyprus",1982,NA,NA,NA,NA,NA,NA
"Cyprus",1983,NA,NA,NA,NA,NA,NA
"Cyprus",1984,NA,NA,NA,NA,NA,NA
"Cyprus",1985,NA,NA,NA,NA,NA,NA
"Cyprus",1986,NA,NA,NA,NA,NA,NA
"Cyprus",1987,NA,NA,NA,NA,NA,NA
"Cyprus",1988,NA,NA,NA,NA,NA,NA
"Cyprus",1989,NA,NA,NA,NA,NA,NA
"Cyprus",1990,NA,NA,NA,NA,NA,NA
"Cyprus",1991,0.652147863646546,0.795497011219153,0.652147863646546,0.652147863646546,0.795497011219153,0.795497011219153
"Cyprus",1992,0.665264805141248,0.812019407583901,0.665264805141248,0.665264805141248,0.812019407583901,0.812019407583901
"Cyprus",1993,0.680781285154302,0.832123085512226,0.680781285154302,0.680781285154302,0.832123085512226,0.832123085512226
"Cyprus",1994,0.683867650878978,0.836203785018728,0.683867650878978,0.683867650878978,0.836203785018728,0.836203785018728
"Cyprus",1995,0.693219032974108,0.848717779421433,0.693219032974108,0.693219032974108,0.848717779421433,0.848717779421433
"Cyprus",1996,0.608667808307792,0.755061983255876,0.608667808307792,0.608667808307792,0.755061983255876,0.755061983255876
"Cyprus",1997,0.61346864340093,0.777637156984299,0.61346864340093,0.61346864340093,0.777637156984299,0.777637156984299
"Cyprus",1998,0.614448936720124,0.77755564638536,0.614448936720124,0.614448936720124,0.77755564638536,0.77755564638536
"Cyprus",1999,0.618008030647758,0.783013613963899,0.618008030647758,0.618008030647758,0.783013613963899,0.783013613963899
"Cyprus",2000,0.604921353395748,0.773539946176033,0.604921353395748,0.604921353395748,0.773539946176033,0.773539946176033
"Cyprus",2001,0.606017165868639,0.775231891371508,0.606017165868639,0.606017165868639,0.775231891371508,0.775231891371508
"Cyprus",2002,0.577110528884124,0.771960414230275,0.577110528884124,0.577110528884124,0.771960414230275,0.771960414230275
"Cyprus",2003,0.574982503577352,0.755856796804268,0.574982503577352,0.574982503577352,0.755856796804268,0.755856796804268
"Cyprus",2004,0.575847481891592,0.759964477040657,0.575847481891592,0.575847481891592,0.759964477040657,0.759964477040657
"Cyprus",2005,0.57578764222219,0.759233063095443,0.57578764222219,0.57578764222219,0.759233063095443,0.759233063095443
"Cyprus",2006,0.575638885666538,0.758403108842947,0.575638885666538,0.575638885666538,0.758403108842947,0.758403108842947
"Cyprus",2007,0.574609646302496,0.763799091102583,0.574609646302496,0.574609646302496,0.763799091102583,0.763799091102583
"Cyprus",2008,NA,NA,NA,NA,NA,NA
"Cyprus",2009,NA,NA,NA,NA,NA,NA
"Czech Republic",1971,NA,NA,NA,NA,NA,NA
"Czech Republic",1972,NA,NA,NA,NA,NA,NA
"Czech Republic",1973,NA,NA,NA,NA,NA,NA
"Czech Republic",1974,NA,NA,NA,NA,NA,NA
"Czech Republic",1975,NA,NA,NA,NA,NA,NA
"Czech Republic",1976,NA,NA,NA,NA,NA,NA
"Czech Republic",1977,NA,NA,NA,NA,NA,NA
"Czech Republic",1978,NA,NA,NA,NA,NA,NA
"Czech Republic",1979,NA,NA,NA,NA,NA,NA
"Czech Republic",1980,NA,NA,NA,NA,NA,NA
"Czech Republic",1981,NA,NA,NA,NA,NA,NA
"Czech Republic",1982,NA,NA,NA,NA,NA,NA
"Czech Republic",1983,NA,NA,NA,NA,NA,NA
"Czech Republic",1984,NA,NA,NA,NA,NA,NA
"Czech Republic",1985,NA,NA,NA,NA,NA,NA
"Czech Republic",1986,NA,NA,NA,NA,NA,NA
"Czech Republic",1987,NA,NA,NA,NA,NA,NA
"Czech Republic",1988,NA,NA,NA,NA,NA,NA
"Czech Republic",1989,NA,NA,NA,NA,NA,NA
"Czech Republic",1990,NA,NA,NA,NA,NA,NA
"Czech Republic",1991,NA,NA,NA,NA,NA,NA
"Czech Republic",1992,NA,NA,NA,NA,NA,NA
"Czech Republic",1993,0.55,0.606589022790149,0.55,0.55,0.606589022790149,0.606589022790149
"Czech Republic",1994,0.55,0.539353757558788,0.55,0.55,0.539353757558788,0.539353757558788
"Czech Republic",1995,0.488059404815993,0.485113704544376,0.488059404815993,0.488059404815993,0.485113704544376,0.485113704544376
"Czech Republic",1996,0.501877616350653,0.598099014303713,0.501877616350653,0.501877616350653,0.598099014303713,0.598099014303713
"Czech Republic",1997,0.505115457097919,0.597409089141498,0.505115457097919,0.505115457097919,0.597409089141498,0.597409089141498
"Czech Republic",1998,0.45,0.500419579603413,0.45,0.45,0.500419579603413,0.500419579603413
"Czech Republic",1999,0.45,0.497172697751759,0.45,0.45,0.497172697751759,0.497172697751759
"Czech Republic",2000,0.45,0.496579248619639,0.45,0.45,0.496579248619639,0.496579248619639
"Czech Republic",2001,0.45,0.498703312586917,0.45,0.45,0.498703312586917,0.498703312586917
"Czech Republic",2002,0.45,0.496150328538613,0.45,0.45,0.496150328538613,0.496150328538613
"Czech Republic",2003,0.45,0.495251482891413,0.45,0.45,0.495251482891413,0.495251482891413
"Czech Republic",2004,0.45,0.492841460202417,0.45,0.45,0.492841460202417,0.492841460202417
"Czech Republic",2005,0.45,0.490399846332007,0.45,0.45,0.490399846332007,0.490399846332007
"Czech Republic",2006,0.45,0.487866842059977,0.45,0.45,0.487866842059977,0.487866842059977
"Czech Republic",2007,0.475,0.503933197460218,0.475,0.475,0.503933197460218,0.503933197460218
"Czech Republic",2008,0.475,0.501038422893546,0.475,0.475,0.501038422893546,0.501038422893546
"Czech Republic",2009,0.491666666666667,0.516935023958043,0.491666666666667,0.491666666666667,0.516935023958043,0.516935023958043
"Denmark",1971,0.867850993585347,0.901722677107003,0.867850993585347,0.867850993585347,0.901722677107003,0.901722677107003
"Denmark",1972,NA,NA,0.820665613667377,0.867850993585347,0.861389229601545,0.901722677107003
"Denmark",1973,0.773480233749407,0.821055782096087,0.773480233749407,0.773480233749407,0.821055782096087,0.821055782096087
"Denmark",1974,NA,NA,0.706139981318173,0.773480233749407,0.75382340842053,0.821055782096087
"Denmark",1975,0.638799728886939,0.686591034744972,0.638799728886939,0.638799728886939,0.686591034744972,0.686591034744972
"Denmark",1976,0.789957948467253,0.815332534011768,0.789957948467253,0.789957948467253,0.815332534011768,0.815332534011768
"Denmark",1977,0.801949093681185,0.825204339822111,0.801949093681185,0.801949093681185,0.825204339822111,0.825204339822111
"Denmark",1978,NA,NA,0.788975170110412,0.801949093681185,0.816491274644314,0.825204339822111
"Denmark",1979,0.776001246539638,0.807778209466516,0.776001246539638,0.776001246539638,0.807778209466516,0.807778209466516
"Denmark",1980,0.776346349991354,0.806493677459131,0.776346349991354,0.776346349991354,0.806493677459131,0.806493677459131
"Denmark",1981,0.769880113218228,0.801149959684316,0.769880113218228,0.769880113218228,0.801149959684316,0.801149959684316
"Denmark",1982,NA,NA,0.781024090589999,0.769880113218228,0.826607141022149,0.801149959684316
"Denmark",1983,0.792168067961771,0.852064322359983,0.792168067961771,0.792168067961771,0.852064322359983,0.852064322359983
"Denmark",1984,0.764698947227822,0.80575618412911,0.764698947227822,0.764698947227822,0.80575618412911,0.80575618412911
