"ï..LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag.Codes"
"CHL","TAXREV","TOT","MLN_USD","A",1999,13.591,NA
"CHL","TAXREV","TOT","MLN_USD","A",2000,14.65,NA
"CHL","TAXREV","TOT","MLN_USD","A",2001,13.521,NA
"CHL","TAXREV","TOT","MLN_USD","A",2002,13.312,NA
"CHL","TAXREV","TOT","MLN_USD","A",2003,14.253,NA
"CHL","TAXREV","TOT","MLN_USD","A",2004,18.934,NA
"CHL","TAXREV","TOT","MLN_USD","A",2005,25.487,NA
"CHL","TAXREV","TOT","MLN_USD","A",2006,34.02,NA
"CHL","TAXREV","TOT","MLN_USD","A",2007,39.444,NA
"CHL","TAXREV","TOT","MLN_USD","A",2008,38.374,NA
"CHL","TAXREV","TOT","MLN_USD","A",2009,29.984,NA
"CHL","TAXREV","TOT","MLN_USD","A",2010,42.836,NA
"CHL","TAXREV","TOT","MLN_USD","A",2011,53.292,NA
"CHL","TAXREV","TOT","MLN_USD","A",2012,57.028,NA
"CHL","TAXREV","TOT","MLN_USD","A",2013,55.285,NA
"CHL","TAXREV","TOT","MLN_USD","A",2014,51.075,NA
"CHL","TAXREV","TOT","MLN_USD","A",2015,49.719,NA
"CHL","TAXREV","TOT","MLN_USD","A",2016,50.447,NA
"CHL","TAXREV","TOT","MLN_USD","A",2017,55.865,NA
"EST","TAXREV","TOT","MLN_USD","A",1995,1.309,NA
"EST","TAXREV","TOT","MLN_USD","A",1996,1.58,NA
"EST","TAXREV","TOT","MLN_USD","A",1997,1.739,NA
"EST","TAXREV","TOT","MLN_USD","A",1998,1.918,NA
"EST","TAXREV","TOT","MLN_USD","A",1999,1.865,NA
"EST","TAXREV","TOT","MLN_USD","A",2000,1.768,NA
"EST","TAXREV","TOT","MLN_USD","A",2001,1.897,NA
"EST","TAXREV","TOT","MLN_USD","A",2002,2.284,NA
"EST","TAXREV","TOT","MLN_USD","A",2003,3.04,NA
"EST","TAXREV","TOT","MLN_USD","A",2004,3.764,NA
"EST","TAXREV","TOT","MLN_USD","A",2005,4.195,NA
"EST","TAXREV","TOT","MLN_USD","A",2006,5.184,NA
"EST","TAXREV","TOT","MLN_USD","A",2007,6.957,NA
"EST","TAXREV","TOT","MLN_USD","A",2008,7.59,NA
"EST","TAXREV","TOT","MLN_USD","A",2009,6.862,NA
"EST","TAXREV","TOT","MLN_USD","A",2010,6.481,NA
"EST","TAXREV","TOT","MLN_USD","A",2011,7.303,NA
"EST","TAXREV","TOT","MLN_USD","A",2012,7.3,NA
"EST","TAXREV","TOT","MLN_USD","A",2013,7.949,NA
"EST","TAXREV","TOT","MLN_USD","A",2014,8.589,NA
"EST","TAXREV","TOT","MLN_USD","A",2015,7.631,NA
"EST","TAXREV","TOT","MLN_USD","A",2016,8.088,NA
"EST","TAXREV","TOT","MLN_USD","A",2017,8.776,NA
"ISR","TAXREV","TOT","MLN_USD","A",1995,35.541,NA
"ISR","TAXREV","TOT","MLN_USD","A",1996,38.379,NA
"ISR","TAXREV","TOT","MLN_USD","A",1997,40.626,NA
"ISR","TAXREV","TOT","MLN_USD","A",1998,39.85,NA
"ISR","TAXREV","TOT","MLN_USD","A",1999,40.078,NA
"ISR","TAXREV","TOT","MLN_USD","A",2000,46.185,NA
"ISR","TAXREV","TOT","MLN_USD","A",2001,45.407,NA
"ISR","TAXREV","TOT","MLN_USD","A",2002,41.132,NA
"ISR","TAXREV","TOT","MLN_USD","A",2003,42.297,NA
"ISR","TAXREV","TOT","MLN_USD","A",2004,45.158,NA
"ISR","TAXREV","TOT","MLN_USD","A",2005,48.032,NA
"ISR","TAXREV","TOT","MLN_USD","A",2006,52.736,NA
"ISR","TAXREV","TOT","MLN_USD","A",2007,61.157,NA
"ISR","TAXREV","TOT","MLN_USD","A",2008,69.085,NA
"ISR","TAXREV","TOT","MLN_USD","A",2009,61.968,NA
"ISR","TAXREV","TOT","MLN_USD","A",2010,71.987,NA
"ISR","TAXREV","TOT","MLN_USD","A",2011,80.933,NA
"ISR","TAXREV","TOT","MLN_USD","A",2012,77.376,NA
"ISR","TAXREV","TOT","MLN_USD","A",2013,90.142,NA
"ISR","TAXREV","TOT","MLN_USD","A",2014,96.1,NA
"ISR","TAXREV","TOT","MLN_USD","A",2015,93.646,NA
"ISR","TAXREV","TOT","MLN_USD","A",2016,99.447,NA
"ISR","TAXREV","TOT","MLN_USD","A",2017,114.84,NA
"LVA","TAXREV","TOT","MLN_USD","A",1995,1.577,NA
"LVA","TAXREV","TOT","MLN_USD","A",1996,1.734,NA
"LVA","TAXREV","TOT","MLN_USD","A",1997,1.85,NA
"LVA","TAXREV","TOT","MLN_USD","A",1998,2.103,NA
"LVA","TAXREV","TOT","MLN_USD","A",1999,2.022,NA
"LVA","TAXREV","TOT","MLN_USD","A",2000,1.839,NA
"LVA","TAXREV","TOT","MLN_USD","A",2001,1.881,NA
"LVA","TAXREV","TOT","MLN_USD","A",2002,2.204,NA
"LVA","TAXREV","TOT","MLN_USD","A",2003,2.964,NA
"LVA","TAXREV","TOT","MLN_USD","A",2004,3.798,NA
"LVA","TAXREV","TOT","MLN_USD","A",2005,4.721,NA
"LVA","TAXREV","TOT","MLN_USD","A",2006,6.169,NA
"LVA","TAXREV","TOT","MLN_USD","A",2007,8.726,NA
"LVA","TAXREV","TOT","MLN_USD","A",2008,9.89,NA
"LVA","TAXREV","TOT","MLN_USD","A",2009,7.314,NA
"LVA","TAXREV","TOT","MLN_USD","A",2010,6.705,NA
"LVA","TAXREV","TOT","MLN_USD","A",2011,7.855,NA
"LVA","TAXREV","TOT","MLN_USD","A",2012,8.045,NA
"LVA","TAXREV","TOT","MLN_USD","A",2013,8.665,NA
"LVA","TAXREV","TOT","MLN_USD","A",2014,9.08,NA
"LVA","TAXREV","TOT","MLN_USD","A",2015,7.883,NA
"LVA","TAXREV","TOT","MLN_USD","A",2016,8.371,NA
"LVA","TAXREV","TOT","MLN_USD","A",2017,9.204,NA
"SVN","TAXREV","TOT","MLN_USD","A",1995,5.276,NA
"SVN","TAXREV","TOT","MLN_USD","A",1996,5.735,NA
"SVN","TAXREV","TOT","MLN_USD","A",1997,5.664,NA
"SVN","TAXREV","TOT","MLN_USD","A",1998,6.334,NA
"SVN","TAXREV","TOT","MLN_USD","A",1999,6.837,NA
"SVN","TAXREV","TOT","MLN_USD","A",2000,6.381,NA
"SVN","TAXREV","TOT","MLN_USD","A",2001,6.973,NA
"SVN","TAXREV","TOT","MLN_USD","A",2002,8.273,NA
"SVN","TAXREV","TOT","MLN_USD","A",2003,10.826,NA
"SVN","TAXREV","TOT","MLN_USD","A",2004,12.87,NA
"SVN","TAXREV","TOT","MLN_USD","A",2005,13.786,NA
"SVN","TAXREV","TOT","MLN_USD","A",2006,14.911,NA
"SVN","TAXREV","TOT","MLN_USD","A",2007,17.837,NA
"SVN","TAXREV","TOT","MLN_USD","A",2008,20.19,NA
"SVN","TAXREV","TOT","MLN_USD","A",2009,18.194,NA
"SVN","TAXREV","TOT","MLN_USD","A",2010,17.716,NA
"SVN","TAXREV","TOT","MLN_USD","A",2011,18.713,NA
"SVN","TAXREV","TOT","MLN_USD","A",2012,17.063,NA
"SVN","TAXREV","TOT","MLN_USD","A",2013,17.522,NA
"SVN","TAXREV","TOT","MLN_USD","A",2014,18.061,NA
"SVN","TAXREV","TOT","MLN_USD","A",2015,15.662,NA
"SVN","TAXREV","TOT","MLN_USD","A",2016,16.292,NA
"SVN","TAXREV","TOT","MLN_USD","A",2017,17.573,NA
"OAVG","TAXREV","TOT","MLN_USD","A",1979,90.757,NA
"OAVG","TAXREV","TOT","MLN_USD","A",1980,96.868,NA
"OAVG","TAXREV","TOT","MLN_USD","A",1981,98.192,NA
"OAVG","TAXREV","TOT","MLN_USD","A",1982,97.317,NA
"OAVG","TAXREV","TOT","MLN_USD","A",1983,97.842,NA
"OAVG","TAXREV","TOT","MLN_USD","A",1984,101.632,NA
"OAVG","TAXREV","TOT","MLN_USD","A",1985,107.879,NA
"OAVG","TAXREV","TOT","MLN_USD","A",1986,134.438,NA
"OAVG","TAXREV","TOT","MLN_USD","A",1987,161.394,NA
"OAVG","TAXREV","TOT","MLN_USD","A",1988,181.569,NA
"OAVG","TAXREV","TOT","MLN_USD","A",1989,188.624,NA
"OAVG","TAXREV","TOT","MLN_USD","A",1990,205.451,NA
"OAVG","TAXREV","TOT","MLN_USD","A",1991,204.732,NA
"OAVG","TAXREV","TOT","MLN_USD","A",1992,218.945,NA
"OAVG","TAXREV","TOT","MLN_USD","A",1993,213.145,NA
"OAVG","TAXREV","TOT","MLN_USD","A",1994,227.506,NA
"OAVG","TAXREV","TOT","MLN_USD","A",1995,213.115,NA
"OAVG","TAXREV","TOT","MLN_USD","A",1996,217.351,NA
"OAVG","TAXREV","TOT","MLN_USD","A",1997,215.253,NA
"OAVG","TAXREV","TOT","MLN_USD","A",1998,218.875,NA
"OAVG","TAXREV","TOT","MLN_USD","A",1999,229.927,NA
"OAVG","TAXREV","TOT","MLN_USD","A",2000,233.025,NA
"OAVG","TAXREV","TOT","MLN_USD","A",2001,226.78,NA
"OAVG","TAXREV","TOT","MLN_USD","A",2002,228.841,NA
"OAVG","TAXREV","TOT","MLN_USD","A",2003,258.435,NA
"OAVG","TAXREV","TOT","MLN_USD","A",2004,290.188,NA
"OAVG","TAXREV","TOT","MLN_USD","A",2005,313.639,NA
"OAVG","TAXREV","TOT","MLN_USD","A",2006,337.17,NA
"OAVG","TAXREV","TOT","MLN_USD","A",2007,373.454,NA
"OAVG","TAXREV","TOT","MLN_USD","A",2008,386.411,NA
"OAVG","TAXREV","TOT","MLN_USD","A",2009,346.144,NA
"OAVG","TAXREV","TOT","MLN_USD","A",2010,363.434,NA
"OAVG","TAXREV","TOT","MLN_USD","A",2011,398.675,NA
"OAVG","TAXREV","TOT","MLN_USD","A",2012,398.816,NA
"OAVG","TAXREV","TOT","MLN_USD","A",2013,414.253,NA
"OAVG","TAXREV","TOT","MLN_USD","A",2014,426.513,NA
"OAVG","TAXREV","TOT","MLN_USD","A",2015,400.212,NA
"OAVG","TAXREV","TOT","MLN_USD","A",2016,409.74,NA
"LTU","TAXREV","TOT","MLN_USD","A",1995,2.805,NA
"LTU","TAXREV","TOT","MLN_USD","A",1996,3.361,NA
"LTU","TAXREV","TOT","MLN_USD","A",1997,4.151,NA
"LTU","TAXREV","TOT","MLN_USD","A",1998,4.771,NA
"LTU","TAXREV","TOT","MLN_USD","A",1999,4.423,NA
"LTU","TAXREV","TOT","MLN_USD","A",2000,3.792,NA
"LTU","TAXREV","TOT","MLN_USD","A",2001,3.727,NA
"LTU","TAXREV","TOT","MLN_USD","A",2002,4.154,NA
"LTU","TAXREV","TOT","MLN_USD","A",2003,5.391,NA
"LTU","TAXREV","TOT","MLN_USD","A",2004,6.57,NA
"LTU","TAXREV","TOT","MLN_USD","A",2005,7.623,NA
"LTU","TAXREV","TOT","MLN_USD","A",2006,9.107,NA
"LTU","TAXREV","TOT","MLN_USD","A",2007,11.939,NA
"LTU","TAXREV","TOT","MLN_USD","A",2008,14.617,NA
"LTU","TAXREV","TOT","MLN_USD","A",2009,11.29,NA
"LTU","TAXREV","TOT","MLN_USD","A",2010,10.502,NA
"LTU","TAXREV","TOT","MLN_USD","A",2011,11.83,NA
"LTU","TAXREV","TOT","MLN_USD","A",2012,11.56,NA
"LTU","TAXREV","TOT","MLN_USD","A",2013,12.515,NA
"LTU","TAXREV","TOT","MLN_USD","A",2014,13.336,NA
"LTU","TAXREV","TOT","MLN_USD","A",2015,11.989,NA
"LTU","TAXREV","TOT","MLN_USD","A",2016,12.753,NA
"LTU","TAXREV","TOT","MLN_USD","A",2017,14.081,NA
"LTU","TAXREV","TOT","PC_GDP","A",1995,27.64,NA
"LTU","TAXREV","TOT","PC_GDP","A",1996,27.255,NA
"LTU","TAXREV","TOT","PC_GDP","A",1997,31.243,NA
"LTU","TAXREV","TOT","PC_GDP","A",1998,32.758,NA
"LTU","TAXREV","TOT","PC_GDP","A",1999,32.658,NA
"LTU","TAXREV","TOT","PC_GDP","A",2000,30.783,NA
"LTU","TAXREV","TOT","PC_GDP","A",2001,29.321,NA
"LTU","TAXREV","TOT","PC_GDP","A",2002,28.99,NA
"LTU","TAXREV","TOT","PC_GDP","A",2003,28.631,NA
"LTU","TAXREV","TOT","PC_GDP","A",2004,28.997,NA
"LTU","TAXREV","TOT","PC_GDP","A",2005,29.203,NA
"LTU","TAXREV","TOT","PC_GDP","A",2006,30.133,NA
"LTU","TAXREV","TOT","PC_GDP","A",2007,30.03,NA
"LTU","TAXREV","TOT","PC_GDP","A",2008,30.577,NA
"LTU","TAXREV","TOT","PC_GDP","A",2009,30.172,NA
"LTU","TAXREV","TOT","PC_GDP","A",2010,28.291,NA
"LTU","TAXREV","TOT","PC_GDP","A",2011,27.202,NA
"LTU","TAXREV","TOT","PC_GDP","A",2012,26.968,NA
"LTU","TAXREV","TOT","PC_GDP","A",2013,26.966,NA
"LTU","TAXREV","TOT","PC_GDP","A",2014,27.486,NA
"LTU","TAXREV","TOT","PC_GDP","A",2015,28.877,NA
"LTU","TAXREV","TOT","PC_GDP","A",2016,29.824,NA
"LTU","TAXREV","TOT","PC_GDP","A",2017,29.842,NA
